,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HOUS,POP,POP_10,POP_20,POP_30,POP_40,POP_50,POP_60_O,longitude,latitude
586280,울산광역시,31,남구,31140,96.55,311.97,50.19,49.51,35.71,53.82,70.68,52.06,129.30791962846223,35.538177431812855
586299,울산광역시,31,남구,31140,129.18,245.83,36.52,39.04,40.61,37.58,47.03,45.05,129.3384186052727,35.51530678474278
586307,울산광역시,31,북구,31200,2.03,5.33,1.13,0.58,0.89,0.79,0.81,1.13,129.35173217133817,35.65126940330011
586314,울산광역시,31,동구,31170,80.0,318.52,67.02,40.86,43.36,42.74,84.04,40.5,129.42545239688462,35.511603290993534
586326,울산광역시,31,남구,31140,9.59,24.63,4.14,3.99,2.24,4.24,5.86,4.16,129.30886086644747,35.528251661308005
586354,울산광역시,31,남구,31140,28.56,42.88,11.84,5.04,6.64,7.52,6.88,4.96,129.3168441965739,35.544389955794756
586357,울산광역시,31,남구,31140,116.23,199.31,46.03,30.26,24.29,40.76,34.03,23.94,129.31238909967436,35.54173440592517
586388,울산광역시,31,울주군,31710,7.65,20.15,3.4,1.5,1.25,3.75,3.0,7.25,129.22159883734318,35.66347982746363
586403,울산광역시,31,남구,31140,19.39,53.59,5.51,8.04,6.23,7.99,10.46,15.36,129.3734158452197,35.49868716257104
586409,울산광역시,31,북구,31200,17.93,57.64,7.26,5.83,5.39,9.79,11.88,17.49,129.45587321829979,35.608589351046305
586466,울산광역시,31,울주군,31710,10.51,26.26,5.22,1.33,2.85,5.08,4.99,6.79,129.08798540942078,35.66656731931416
586511,울산광역시,31,울주군,31710,1.53,4.09,0.42,0.42,0.3,0.64,0.83,1.48,129.20697502289497,35.42565220639355
586526,울산광역시,31,중구,31110,7.35,20.35,9.97,1.75,2.72,2.49,1.88,1.54,129.31521423616124,35.579562675786164
586698,울산광역시,31,동구,31170,144.78,507.31,153.19,93.84,176.69,41.59,8.67,33.33,129.4160954562202,35.48106598930167
586752,울산광역시,31,남구,31140,238.0,755.93,139.11,190.11,145.66,133.31,92.92,54.82,129.33439807698494,35.538788091364474
586785,울산광역시,31,울주군,31710,1.88,5.27,1.29,1.4,0.43,0.65,0.67,0.83,129.1930464381848,35.45193269032327
586797,울산광역시,31,울주군,31710,1.55,4.3,0.66,0.51,0.55,0.83,0.81,0.94,129.25648685014713,35.63427511254175
586815,울산광역시,31,울주군,31710,6.36,17.32,2.48,2.12,1.48,2.88,2.96,5.4,129.14086186784533,35.50111613352702
586965,울산광역시,31,중구,31110,46.39,151.13,31.02,29.19,20.49,27.15,26.1,17.18,129.3456810847404,35.55398633105062
587026,울산광역시,31,남구,31140,1.37,5.2,0.41,0.45,0.42,0.76,1.16,2.0,129.3807595306488,35.476969317910985
587089,울산광역시,31,울주군,31710,1.93,5.33,1.0,0.62,0.64,0.94,0.9,1.23,129.31350538617613,35.475017497483
587101,울산광역시,31,울주군,31710,100.0,284.9,91.02,32.26,44.49,69.9,24.31,22.92,129.27721987355707,35.41050500722426
587180,울산광역시,31,북구,31200,1.63,5.09,1.72,0.72,1.21,0.81,0.18,0.45,129.3374228779482,35.65413369736326
587341,울산광역시,31,중구,31110,67.36,85.6,23.36,14.4,12.8,18.08,13.28,3.68,129.33264119082335,35.56584976526405
587425,울산광역시,31,울주군,31710,52.62,143.51,56.73,17.4,34.18,29.85,5.35,0.0,129.110871379487,35.56449710900503
587482,울산광역시,31,북구,31200,113.0,369.05,86.84,48.75,59.19,66.67,51.93,55.67,129.3237399191514,35.628144759631695
587532,울산광역시,31,남구,31140,3.34,12.28,1.58,1.58,1.14,1.52,2.86,3.6,129.37571242441717,35.50406939144901
587588,울산광역시,31,울주군,31710,1.53,4.09,0.42,0.42,0.3,0.64,0.83,1.48,129.22471662089185,35.433586063390244
587620,울산광역시,31,남구,31140,1.85,5.36,0.5,0.82,0.63,0.79,1.06,1.56,129.37355425302587,35.50679826200933
587904,울산광역시,31,울주군,31710,1.5,4.19,0.65,0.66,0.4,0.6,0.83,1.05,129.16651840958397,35.4458825236034
587937,울산광역시,31,북구,31200,13.04,42.32,10.0,5.52,6.72,7.76,6.08,6.24,129.31161195347389,35.62917912116781
588003,울산광역시,31,울주군,31710,19.92,56.46,13.4,6.35,6.66,9.64,10.39,10.02,129.0937357131775,35.52138537005592
588049,울산광역시,31,울주군,31710,2.06,5.35,0.77,0.96,0.48,1.06,1.13,0.95,129.19723841330566,35.437468085167154
588189,울산광역시,31,울주군,31710,1.53,4.09,0.42,0.42,0.3,0.64,0.83,1.48,129.2445531222766,35.43428417292976
588325,울산광역시,31,남구,31140,179.2,468.32,142.14,54.82,75.34,119.74,46.39,29.89,129.269454503274,35.546702180654506
588332,울산광역시,31,울주군,31710,1.81,5.09,1.05,0.54,0.66,0.92,1.0,0.92,129.21640952041182,35.46702332225937
588420,울산광역시,31,울주군,31710,20.02,50.18,12.12,8.42,6.46,8.4,8.65,6.13,129.12181413017694,35.55808551075465
588519,울산광역시,31,울주군,31710,1.5,4.06,1.02,0.43,0.65,0.74,0.46,0.76,129.1320334631153,35.57872255309356
588573,울산광역시,31,울주군,31710,207.0,583.57,160.96,63.19,92.65,114.64,74.02,78.11,129.24957620899136,35.54510747751979
588830,울산광역시,31,북구,31200,35.0,92.75,27.38,10.56,18.06,18.51,11.68,6.56,129.36597684863912,35.57989820971183
588945,울산광역시,31,동구,31170,48.78,136.25,36.01,20.76,22.57,20.75,23.27,12.89,129.41833083521456,35.48284249195833
589181,울산광역시,31,동구,31170,15.52,42.48,5.44,5.04,3.36,4.96,8.72,14.96,129.45721280365382,35.56079963381604
589356,울산광역시,31,동구,31170,280.68,936.45,301.93,92.97,131.5,248.34,151.24,10.47,129.42650670511995,35.508886598152046
589394,울산광역시,31,북구,31200,8.14,10.68,2.06,2.3,1.64,1.88,1.9,0.9,129.37991563292184,35.55630271849549
589716,울산광역시,31,울주군,31710,1.5,4.2,0.94,0.52,0.54,0.77,0.74,0.69,129.07923366397492,35.50889620016268
589738,울산광역시,31,북구,31200,13.08,21.48,2.96,3.16,2.52,4.2,4.36,4.28,129.36254486176284,35.5727259436473
589817,울산광역시,31,울주군,31710,31.54,76.04,18.97,9.61,8.72,16.47,12.83,9.44,129.30602666041148,35.48952156713793
589878,울산광역시,31,북구,31200,13.65,37.24,6.44,5.95,4.83,4.34,6.72,8.96,129.36636051926885,35.60242878064628
589922,울산광역시,31,울주군,31710,4.59,12.78,2.19,1.62,1.11,1.98,2.79,3.09,129.1169884903453,35.528383184497685
590042,울산광역시,31,울주군,31710,1.5,4.2,0.94,0.52,0.54,0.77,0.74,0.69,129.09379702884624,35.52589199708842
590071,울산광역시,31,울주군,31710,1.67,4.58,0.95,0.58,0.51,0.75,0.76,1.03,129.2247070304731,35.577814285190684
590583,울산광역시,31,울주군,31710,32.81,90.61,17.0,10.54,10.88,15.98,15.3,20.91,129.33107434907168,35.47121888757887
590893,울산광역시,31,중구,31110,176.43,207.87,61.35,22.2,40.26,36.66,21.9,25.5,129.29043628277023,35.548281764384285
591055,울산광역시,31,남구,31140,45.03,135.84,22.57,21.13,13.08,21.55,33.18,24.33,129.3101249334726,35.538153438273305
591128,울산광역시,31,남구,31140,64.04,96.2,24.98,11.06,11.12,20.66,16.02,12.36,129.2946151649419,35.53381425987703
591143,울산광역시,31,북구,31200,154.83,216.95,72.66,23.06,50.62,40.64,22.15,7.82,129.37049736797243,35.58615656539289
591201,울산광역시,31,북구,31200,6.52,21.16,5.0,2.76,3.36,3.88,3.04,3.12,129.31041960345615,35.62378373428407
591205,울산광역시,31,울주군,31710,4.5,12.84,3.09,2.01,1.44,3.3,1.89,1.11,129.11743974969724,35.56083052877469
591472,울산광역시,31,동구,31170,162.11,224.65,50.08,41.28,42.25,31.84,35.84,23.36,129.4221297601253,35.510741190950185
591509,울산광역시,31,남구,31140,240.0,754.94,247.9,91.76,124.8,174.8,88.72,26.96,129.29573229073677,35.53470364825585
591582,울산광역시,31,중구,31110,126.9,295.22,54.89,51.21,38.49,45.61,61.24,43.78,129.30374295003452,35.55264534127086
591690,울산광역시,31,남구,31140,20.7,26.69,5.8,5.24,6.86,5.43,2.73,0.63,129.34326443773685,35.54139365430678
591765,울산광역시,31,중구,31110,50.46,177.74,32.07,24.14,20.54,35.14,35.11,30.74,129.3103306572256,35.55077094486829
591883,울산광역시,31,북구,31200,1.66,5.42,0.24,0.52,0.4,1.06,1.39,1.81,129.4248294342169,35.600848748017775
592205,울산광역시,31,울주군,31710,3.0,8.36,1.2,0.52,0.62,1.56,2.1,2.36,129.03971820423683,35.607500848806296
592302,울산광역시,31,동구,31170,17.79,32.0,5.85,5.53,3.83,3.5,6.39,6.9,129.41620636733677,35.48737452657946
592371,울산광역시,31,북구,31200,8.15,26.45,6.25,3.45,4.2,4.85,3.8,3.9,129.33155694521233,35.63346678619957
592417,울산광역시,31,남구,31140,81.32,197.29,45.64,23.22,29.73,32.27,30.65,35.78,129.31759237841052,35.5227478959386
592419,울산광역시,31,중구,31110,117.44,297.82,48.2,48.76,41.12,45.11,59.91,54.72,129.32687295095187,35.550589624504376
592471,울산광역시,31,중구,31110,4.24,5.33,1.29,0.83,0.87,1.17,0.73,0.44,129.2838338777977,35.54925382063814
592486,울산광역시,31,중구,31110,20.94,69.28,13.99,13.01,9.52,11.11,14.27,7.38,129.30150804041998,35.550866721467465
592570,울산광역시,31,북구,31200,3.38,11.06,1.72,1.46,1.0,1.62,2.22,3.04,129.3367007908321,35.61087477648149
592740,울산광역시,31,북구,31200,1.64,5.21,0.4,0.71,0.32,0.87,1.12,1.79,129.33121253001704,35.61273847288394
592775,울산광역시,31,북구,31200,4.92,15.63,1.2,2.13,0.96,2.61,3.36,5.37,129.31362765711975,35.61743892037673
592855,울산광역시,31,중구,31110,47.02,104.6,14.99,12.44,9.05,18.18,21.7,28.24,129.32250619447598,35.55334193309832
592858,울산광역시,31,울주군,31710,4.5,12.51,1.44,1.05,1.38,2.25,3.27,3.12,129.20689898667666,35.714106911166844
592915,울산광역시,31,울주군,31710,8.25,22.2,2.45,2.55,2.25,3.3,4.7,6.95,129.27091225669096,35.42950178975678
592917,울산광역시,31,울주군,31710,1.52,4.08,0.31,0.39,0.2,0.51,0.95,1.72,129.1779530880616,35.69997200358267
593107,울산광역시,31,울주군,31710,3.06,8.18,0.84,0.84,0.6,1.28,1.66,2.96,129.22694655538402,35.43536624050969
593174,울산광역시,31,울주군,31710,138.0,394.18,101.42,44.55,60.3,82.92,62.74,42.25,129.11969611460123,35.56441525384336
593178,울산광역시,31,중구,31110,96.0,294.33,89.58,37.06,103.03,42.74,17.32,4.6,129.31628789047588,35.57774811892196
593233,울산광역시,31,남구,31140,243.31,712.05,209.34,83.84,103.1,169.94,88.51,57.32,129.2527440243195,35.53606035299547
593369,울산광역시,31,중구,31110,68.15,191.43,59.35,19.28,51.74,33.43,15.86,11.77,129.31847946738452,35.57682270659395
593376,울산광역시,31,중구,31110,55.34,165.21,38.13,28.55,23.46,36.34,24.37,14.36,129.34451790034763,35.55039371570534
593464,울산광역시,31,중구,31110,55.15,88.74,23.71,9.5,15.28,17.03,12.28,10.94,129.29158254694295,35.5509736988106
593540,울산광역시,31,남구,31140,89.46,196.1,49.13,30.57,24.57,39.39,31.47,20.97,129.31319733822107,35.52369735035358
593685,울산광역시,31,북구,31200,179.0,569.63,199.67,51.27,157.66,106.24,34.6,20.19,129.34297427127774,35.65587456031396
593688,울산광역시,31,울주군,31710,1.52,4.34,0.13,0.34,0.23,0.95,1.3,1.39,129.17638378864712,35.66843819852921
593700,울산광역시,31,북구,31200,6.52,20.96,2.64,2.12,1.96,3.56,4.32,6.36,129.45699314273088,35.6094771686285
593788,울산광역시,31,남구,31140,27.4,53.6,11.6,5.8,9.3,8.2,10.5,8.2,129.3165194472405,35.5245624641104
593873,울산광역시,31,울주군,31710,10.64,29.61,2.87,2.38,3.5,4.9,7.35,8.61,129.2829680812539,35.63309391397862
593905,울산광역시,31,중구,31110,4.41,14.19,4.23,1.38,3.42,2.67,0.96,1.53,129.30422597515658,35.582386567557634
593941,울산광역시,31,중구,31110,12.41,40.39,10.48,4.86,11.59,7.56,4.09,1.81,129.31178674449959,35.57238886541016
594014,울산광역시,31,울주군,31710,65.04,157.67,34.93,23.79,26.2,30.33,22.05,20.37,129.31391671877472,35.43264613410884
594044,울산광역시,31,북구,31200,15.39,51.12,10.35,15.39,5.85,3.33,7.29,8.91,129.41900634670617,35.64598691190009
594125,울산광역시,31,울주군,31710,7.5,20.75,4.3,1.45,2.0,4.2,3.65,5.15,129.21060975548255,35.59418253019154
594199,울산광역시,31,울주군,31710,3.5,9.62,1.9,1.14,0.98,1.72,1.68,2.2,129.1776645476806,35.45478842325156
594286,울산광역시,31,울주군,31710,78.0,218.21,79.23,16.69,54.58,47.29,18.91,1.51,129.26074533731298,35.554005094633624
594396,울산광역시,31,남구,31140,1.37,5.2,0.41,0.45,0.42,0.76,1.16,2.0,129.3706748099664,35.4671689877721
594445,울산광역시,31,울주군,31710,1.5,4.29,1.08,0.6,0.62,0.76,0.73,0.5,129.3008474648118,35.44180223789734
594454,울산광역시,31,남구,31140,2.74,8.62,2.44,0.96,1.8,1.54,1.22,0.66,129.30961118312405,35.50660955188182
594496,울산광역시,31,북구,31200,10.14,32.94,6.18,2.94,3.36,6.24,6.0,8.22,129.33200671124973,35.66050360516316
594640,울산광역시,31,북구,31200,9.78,31.74,7.5,4.14,5.04,5.82,4.56,4.68,129.31379019145024,35.62735253365953
594714,울산광역시,31,울주군,31710,3.12,8.48,1.26,1.18,0.78,1.24,1.74,2.28,129.2792676281223,35.60879547425255
594845,울산광역시,31,울주군,31710,1.59,4.42,1.65,0.39,0.4,0.52,0.51,0.95,129.1022694365292,35.58080199809006
595004,울산광역시,31,울주군,31710,1.55,4.23,0.43,0.38,0.44,0.61,0.97,1.4,129.2314413969191,35.65706950850264
595071,울산광역시,31,북구,31200,13.51,37.77,8.91,5.58,4.69,7.46,6.56,4.57,129.35343787550497,35.621504255297396
595102,울산광역시,31,울주군,31710,9.18,24.18,4.08,1.8,1.5,4.5,3.6,8.7,129.22626520144877,35.67965751708615
595159,울산광역시,31,울주군,31710,12.0,33.92,5.2,2.96,3.44,5.44,7.52,9.36,129.0875353412318,35.55209039738776
595199,울산광역시,31,동구,31170,7.53,15.99,3.06,2.88,2.49,2.19,2.82,2.55,129.41826736895206,35.47923761497701
595569,울산광역시,31,남구,31140,80.16,127.92,28.56,19.2,20.64,20.16,22.08,17.28,129.33302644291214,35.522577920383306
595602,울산광역시,31,남구,31140,85.09,179.94,38.38,30.7,28.7,34.53,26.21,21.42,129.25842660585704,35.54681805069849
595657,울산광역시,31,울주군,31710,3.3,9.0,1.74,1.18,0.96,1.52,1.4,2.2,129.20273159265233,35.43651191644373
595679,울산광역시,31,북구,31200,21.19,68.12,8.58,6.89,6.37,11.57,14.04,20.67,129.45908547760743,35.60314211267747
595682,울산광역시,31,울주군,31710,2.51,5.35,1.03,0.75,0.73,1.05,0.92,0.87,129.29831272225812,35.489605007392754
595685,울산광역시,31,북구,31200,16.28,21.36,4.12,4.6,3.28,3.76,3.8,1.8,129.37876636101325,35.55361169356251
595796,울산광역시,31,북구,31200,6.76,22.16,3.4,2.6,1.68,3.92,4.8,5.76,129.4564694900413,35.580639185186854
595850,울산광역시,31,중구,31110,50.47,181.15,29.52,34.29,24.69,30.25,40.58,21.82,129.31708057719922,35.55880990721653
595939,울산광역시,31,남구,31140,86.51,138.86,36.47,15.74,18.9,31.4,24.26,12.09,129.293556073766,35.53652989219846
595994,울산광역시,31,울주군,31710,1.53,4.05,0.6,0.25,0.38,0.53,0.64,1.65,129.1376316820838,35.506555326897754
596074,울산광역시,31,남구,31140,1.46,5.5,0.43,0.57,0.48,0.66,1.13,2.23,129.29531127462806,35.50856713242715
596092,울산광역시,31,남구,31140,1.37,4.29,0.5,1.47,0.83,0.74,0.64,0.11,129.3453340419574,35.53325786470755
596114,울산광역시,31,동구,31170,110.0,365.95,140.24,22.94,70.07,92.14,40.56,0.0,129.42310449522404,35.503518456152094
596127,울산광역시,31,북구,31200,3.9,10.64,1.84,1.7,1.38,1.24,1.92,2.56,129.35638319532836,35.599837561222586
596325,울산광역시,31,울주군,31710,1.52,4.15,0.68,0.42,0.41,0.63,0.73,1.28,129.1269222981123,35.607616127952305
596417,울산광역시,31,울주군,31710,1.5,4.19,0.65,0.66,0.4,0.6,0.83,1.05,129.1621255875878,35.44682643836847
596471,울산광역시,31,울주군,31710,1.5,4.22,1.14,0.45,0.55,0.92,0.63,0.53,129.09352734168513,35.50606281229621
596541,울산광역시,31,남구,31140,148.48,336.24,53.18,50.2,39.62,60.64,68.17,64.43,129.31022777936673,35.54446219499722
596678,울산광역시,31,울주군,31710,16.0,43.8,11.92,8.4,11.84,6.22,3.04,2.38,129.3127275425275,35.42725053995678
596700,울산광역시,31,울주군,31710,5.73,15.09,1.05,11.76,1.23,0.36,0.33,0.36,129.09476458843815,35.51596738574609
596750,울산광역시,31,울주군,31710,3.0,8.0,0.78,1.42,0.92,1.08,1.56,2.24,129.05324707888886,35.6290172756424
596895,울산광역시,31,남구,31140,91.21,259.67,52.72,36.69,27.56,47.58,63.1,32.02,129.30462629473826,35.53911459989791
596962,울산광역시,31,울주군,31710,3.06,8.38,1.34,0.92,0.68,1.4,1.72,2.32,129.22017832279647,35.642761944333294
597023,울산광역시,31,남구,31140,2.74,9.42,1.82,1.24,1.3,1.38,1.64,2.04,129.32952550190606,35.51089829187164
597129,울산광역시,31,울주군,31710,6.2,17.2,2.64,2.04,2.2,3.32,3.24,3.76,129.26291186340515,35.62158810391191
597195,울산광역시,31,남구,31140,6.85,26.0,2.05,2.25,2.1,3.8,5.8,10.0,129.3551152085348,35.459232331476244
597301,울산광역시,31,울주군,31710,3.04,8.26,1.38,1.38,0.9,1.26,1.64,1.7,129.11399306897522,35.55094677710171
597341,울산광역시,31,울주군,31710,7.95,21.65,3.1,2.65,1.85,3.6,3.7,6.75,129.12203614830355,35.49498308234345
597386,울산광역시,31,울주군,31710,465.0,1297.82,375.74,143.27,205.33,192.74,215.5,165.24,129.2277272338169,35.55885373885593
597393,울산광역시,31,울주군,31710,1.52,4.15,0.68,0.42,0.41,0.63,0.73,1.28,129.13457149407375,35.60213563169798
597549,울산광역시,31,울주군,31710,1.5,4.29,1.07,0.58,0.57,0.76,0.86,0.45,129.32842915894722,35.37749986771643
597568,울산광역시,31,남구,31140,1.37,5.2,0.41,0.45,0.42,0.76,1.16,2.0,129.36736984281112,35.46720655892714
597711,울산광역시,31,북구,31200,3.38,11.06,1.72,1.46,1.0,1.62,2.22,3.04,129.34318671278524,35.60268990429828
597737,울산광역시,31,남구,31140,9.5,26.75,3.45,3.35,3.6,4.35,4.9,7.1,129.33968603976808,35.525208197749784
597817,울산광역시,31,울주군,31710,61.03,74.6,19.23,9.01,11.78,16.17,10.89,7.52,129.30925935824055,35.48497935938636
598317,울산광역시,31,울주군,31710,1.5,4.2,0.34,0.5,0.3,0.84,1.12,1.1,129.23384674310074,35.52634001293224
598380,울산광역시,31,남구,31140,139.28,442.46,143.61,41.96,69.9,109.5,58.5,18.99,129.33225253036457,35.54241750123209
598400,울산광역시,31,북구,31200,20.35,26.7,5.15,5.75,4.1,4.7,4.75,2.25,129.37988467228368,35.55450027254641
598435,울산광역시,31,남구,31140,84.21,233.51,51.61,28.66,33.49,38.7,39.42,41.63,129.32533913085683,35.52446565112441
598667,울산광역시,31,중구,31110,15.82,45.62,8.33,9.09,6.23,7.81,8.7,5.46,129.33566548260688,35.54868951190978
598700,울산광역시,31,동구,31170,459.78,1613.91,496.47,209.45,280.69,340.07,228.17,59.06,129.4237743223289,35.54136932036314
598813,울산광역시,31,울주군,31710,4.65,12.69,1.29,1.14,1.32,1.83,2.91,4.2,129.21922520033831,35.652687087334535
598827,울산광역시,31,울주군,31710,10.5,29.47,8.19,3.08,4.69,5.81,3.78,3.92,129.2486555391924,35.55683545422271
598835,울산광역시,31,울주군,31710,1.5,4.18,0.6,0.26,0.31,0.78,1.05,1.18,129.08106336002783,35.562965956113
598988,울산광역시,31,울주군,31710,6.08,15.56,1.04,0.0,0.64,1.28,3.92,8.68,129.11923939170296,35.68971681788628
599038,울산광역시,31,동구,31170,125.16,262.82,67.52,42.03,47.69,39.81,46.51,19.26,129.42171590343878,35.48730959725008
599142,울산광역시,31,남구,31140,58.16,118.67,22.16,16.92,18.35,21.21,21.37,18.66,129.33952093164748,35.51529452097749
599181,울산광역시,31,울주군,31710,4.95,13.5,2.61,1.77,1.44,2.28,2.1,3.3,129.2163551014699,35.4634181421799
599268,울산광역시,31,중구,31110,49.92,160.06,32.3,22.63,26.92,28.67,27.12,22.42,129.33363944171532,35.55952886497349
599389,울산광역시,31,울주군,31710,4.18,10.64,1.74,1.36,1.04,2.04,1.78,2.68,129.2663660861263,35.42053534123507
599406,울산광역시,31,중구,31110,32.46,111.97,17.91,19.13,13.27,19.75,20.9,21.01,129.33246175332917,35.55503488593652
599614,울산광역시,31,남구,31140,94.32,215.92,50.75,29.84,36.35,35.44,37.7,25.84,129.32015239633392,35.54435370011121
599643,울산광역시,31,울주군,31710,6.0,16.52,2.6,1.56,1.36,2.48,3.96,4.56,129.2962845750574,35.36342682692892
599651,울산광역시,31,중구,31110,30.75,91.06,12.14,2.82,12.25,11.71,4.03,48.11,129.31955301250628,35.57500812220672
599668,울산광역시,31,울주군,31710,7.51,17.15,2.04,0.38,0.97,3.1,3.11,7.55,129.13302709085215,35.6490239543295
599735,울산광역시,31,북구,31200,13.92,37.35,3.88,5.52,4.84,5.86,8.14,9.11,129.36324918843613,35.614182235098646
599797,울산광역시,31,울주군,31710,1.93,5.24,0.84,0.61,0.51,0.75,1.04,1.49,129.28724311023927,35.417609799141395
599844,울산광역시,31,울주군,31710,4.47,11.79,1.02,1.2,0.27,2.16,2.25,4.89,129.1068319596101,35.59157719547371
599868,울산광역시,31,남구,31140,1.46,5.5,0.43,0.57,0.48,0.66,1.13,2.23,129.2941945247317,35.50767772862165
599872,울산광역시,31,울주군,31710,4.68,12.72,1.89,1.77,1.17,1.86,2.61,3.42,129.2724884645408,35.598951956055465
599899,울산광역시,31,남구,31140,50.69,111.18,25.56,16.24,15.24,18.48,20.03,15.63,129.3263969963173,35.52174976086983
600023,울산광역시,31,울주군,31710,4.5,12.51,1.44,1.05,1.38,2.25,3.27,3.12,129.19910903141485,35.710579378839896
600055,울산광역시,31,중구,31110,87.0,304.87,73.62,49.03,42.95,56.99,48.91,33.37,129.3480229066937,35.562072749021254
600061,울산광역시,31,남구,31140,1.46,5.5,0.43,0.57,0.48,0.66,1.13,2.23,129.3006331799214,35.49679131043008
600065,울산광역시,31,남구,31140,10.96,36.16,10.32,3.84,4.72,8.0,5.84,3.44,129.2954563913736,35.517579737363235
600177,울산광역시,31,북구,31200,5.07,16.62,2.55,1.95,1.26,2.94,3.6,4.32,129.44538911474368,35.578068684819634
600301,울산광역시,31,울주군,31710,3.1,8.6,1.32,1.02,1.1,1.66,1.62,1.88,129.25408131039043,35.62168056924469
600480,울산광역시,31,북구,31200,56.0,186.03,63.53,14.96,29.76,48.54,16.16,13.08,129.36726430382922,35.590700354525666
600495,울산광역시,31,울주군,31710,12.96,35.2,13.76,3.84,9.28,6.72,0.64,0.96,129.11305257202787,35.5626740786271
600620,울산광역시,31,울주군,31710,1.5,4.18,0.6,0.26,0.31,0.78,1.05,1.18,129.01103461142637,35.52120750460026
600648,울산광역시,31,중구,31110,130.24,207.21,56.01,31.88,31.92,45.48,28.04,13.88,129.33147839563637,35.56225702198848
600659,울산광역시,31,북구,31200,222.0,747.93,196.17,114.98,109.69,142.93,110.91,73.25,129.35151917631558,35.638652319749625
600728,울산광역시,31,남구,31140,2.74,5.33,1.31,0.59,0.61,1.12,1.04,0.66,129.31088960431583,35.51741261518227
600959,울산광역시,31,북구,31200,6.52,20.96,2.64,2.12,1.96,3.56,4.32,6.36,129.43579945203012,35.59711270994665
601097,울산광역시,31,울주군,31710,4.5,12.54,2.49,0.63,1.35,2.43,2.4,3.24,129.09009613429174,35.65933683990207
601313,울산광역시,31,북구,31200,60.0,206.93,79.44,14.09,25.33,66.68,16.95,4.44,129.3637857642153,35.58082447521225
601324,울산광역시,31,남구,31140,180.0,531.4,230.17,26.29,137.93,115.76,17.88,3.37,129.26289443950301,35.550376890363594
601448,울산광역시,31,중구,31110,1.6,6.17,0.77,0.58,0.5,0.84,1.43,2.05,129.28862108009753,35.57263931298973
601566,울산광역시,31,남구,31140,23.29,77.18,15.98,10.54,14.28,10.54,12.75,13.09,129.31839939797405,35.50471077947692
601626,울산광역시,31,중구,31110,45.93,146.43,23.93,26.98,16.3,24.19,31.2,23.83,129.3356804644379,35.54959075239179
601724,울산광역시,31,북구,31200,5.14,10.68,1.78,1.6,1.16,2.46,2.1,1.58,129.358025740927,35.56646724560524
601760,울산광역시,31,울주군,31710,1.5,4.16,0.53,0.53,0.35,0.7,0.95,1.1,129.22160941142187,35.51925349437686
601771,울산광역시,31,중구,31110,7.35,26.65,5.9,4.3,2.8,5.0,4.15,4.5,129.3237575726209,35.56234223937861
601827,울산광역시,31,남구,31140,4.11,14.1,2.85,1.83,1.98,2.4,2.91,2.13,129.32745479315108,35.519033861694666
601980,울산광역시,31,울주군,31710,1.5,4.09,0.66,0.33,0.26,0.8,0.71,1.33,129.33311334544922,35.39457533112923
601988,울산광역시,31,울주군,31710,4.56,12.69,1.23,1.02,1.5,2.1,3.15,3.69,129.28529172372737,35.64028028769208
602119,울산광역시,31,북구,31200,3.42,11.36,2.3,3.42,1.3,0.74,1.62,1.98,129.40801304295235,35.64882036453122
602279,울산광역시,31,울주군,31710,1.5,4.19,0.86,0.53,0.63,0.7,0.86,0.61,129.28777523774986,35.450956976089564
602296,울산광역시,31,울주군,31710,9.18,25.08,4.2,3.0,2.46,4.32,4.14,6.96,129.10469887071008,35.51677800989136
602378,울산광역시,31,남구,31140,1.85,5.36,0.5,0.82,0.63,0.79,1.06,1.56,129.38013649699565,35.50492015714439
602397,울산광역시,31,울주군,31710,13.5,37.71,7.74,4.77,5.67,6.3,7.74,5.49,129.29429725922859,35.445478506887824
602424,울산광역시,31,울주군,31710,1.59,4.42,1.65,0.39,0.4,0.52,0.51,0.95,129.10668271560203,35.58076145000306
602611,울산광역시,31,울주군,31710,6.0,16.68,4.08,2.0,2.72,3.08,2.16,2.64,129.2936470541783,35.40492117219841
602699,울산광역시,31,울주군,31710,16.72,46.42,7.48,5.06,3.52,9.13,8.69,12.54,129.1657428094325,35.46842601159798
602704,울산광역시,31,울주군,31710,43.5,121.8,30.08,14.79,18.52,26.21,16.03,16.17,129.24436948641699,35.564992614886464
602738,울산광역시,31,중구,31110,42.63,144.09,28.63,20.92,17.94,25.51,27.89,23.2,129.32591888713355,35.559614215113655
602778,울산광역시,31,울주군,31710,1.75,4.81,0.95,0.57,0.49,0.86,0.84,1.1,129.19532966972696,35.45731866498677
602814,울산광역시,31,남구,31140,1.37,5.2,0.41,0.45,0.42,0.76,1.16,2.0,129.34753991210766,35.467430086210044
602870,울산광역시,31,울주군,31710,6.0,16.72,2.4,1.04,1.24,3.12,4.2,4.72,129.01123876055505,35.537431778938625
602872,울산광역시,31,중구,31110,85.69,102.03,28.5,9.69,22.04,17.29,12.54,11.97,129.26852248817633,35.55752898342285
602911,울산광역시,31,남구,31140,269.0,825.86,218.53,143.93,165.69,182.11,77.26,38.34,129.3276630848673,35.53165131992139
603060,울산광역시,31,울주군,31710,1.55,4.3,0.66,0.51,0.55,0.83,0.81,0.94,129.26511949536328,35.62156488648398
