,,,,,일자,20180422,20180422,20180423,20180423,20180424,20180424,20180425,20180425,20180426,20180426,20180427,20180427,20180428,20180428,계,계
가로명,방면,요일,순번(LV2),시작지점,종료지점,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
봉월로,하행,일요일,3,봉월사거리,공업탑로터리,"17,366",53,-,-,-,-,-,-,-,-,-,-,-,-,"17,366",53
봉월로,하행,월요일,1,태화R,은월사거리교차로,-,-,"17,580",22,-,-,-,-,-,-,-,-,-,-,"17,580",22
봉월로,하행,월요일,2,은월사거리교차로,봉월사거리,-,-,0,18,-,-,-,-,-,-,-,-,-,-,0,18
봉월로,하행,월요일,3,봉월사거리,공업탑로터리,-,-,"17,896",99,-,-,-,-,-,-,-,-,-,-,"17,896",99
봉월로,하행,화요일,1,태화R,은월사거리교차로,-,-,-,-,"20,228",34,-,-,-,-,-,-,-,-,"20,228",34
봉월로,하행,화요일,2,은월사거리교차로,봉월사거리,-,-,-,-,0,17,-,-,-,-,-,-,-,-,0,17
봉월로,하행,화요일,3,봉월사거리,공업탑로터리,-,-,-,-,"19,675",99,-,-,-,-,-,-,-,-,"19,675",99
봉월로,하행,수요일,1,태화R,은월사거리교차로,-,-,-,-,-,-,"21,858",19,-,-,-,-,-,-,"21,858",19
봉월로,하행,수요일,2,은월사거리교차로,봉월사거리,-,-,-,-,-,-,0,17,-,-,-,-,-,-,0,17
봉월로,하행,수요일,3,봉월사거리,공업탑로터리,-,-,-,-,-,-,"21,458",100,-,-,-,-,-,-,"21,458",100
봉월로,하행,목요일,1,태화R,은월사거리교차로,-,-,-,-,-,-,-,-,"21,056",25,-,-,-,-,"21,056",25
봉월로,하행,목요일,2,은월사거리교차로,봉월사거리,-,-,-,-,-,-,-,-,0,17,-,-,-,-,0,17
봉월로,하행,목요일,3,봉월사거리,공업탑로터리,-,-,-,-,-,-,-,-,"20,066",105,-,-,-,-,"20,066",105
봉월로,하행,금요일,1,태화R,은월사거리교차로,-,-,-,-,-,-,-,-,-,-,"21,525",24,-,-,"21,525",24
봉월로,하행,금요일,2,은월사거리교차로,봉월사거리,-,-,-,-,-,-,-,-,-,-,0,22,-,-,0,22
봉월로,하행,금요일,3,봉월사거리,공업탑로터리,-,-,-,-,-,-,-,-,-,-,"20,275",100,-,-,"20,275",100
봉월로,하행,토요일,1,태화R,은월사거리교차로,-,-,-,-,-,-,-,-,-,-,-,-,"21,343",12,"21,343",12
봉월로,하행,토요일,2,은월사거리교차로,봉월사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,12,0,12
봉월로,하행,토요일,3,봉월사거리,공업탑로터리,-,-,-,-,-,-,-,-,-,-,-,-,"20,453",93,"20,453",93
봉월로,계,,,,,"64,207",418,"63,463",591,"74,224",592,"79,219",586,"75,524",605,"76,485",603,"76,115",489,"509,237","3,884"
부곡로,상행,일요일,1,명동삼거리,부곡사거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
부곡로,상행,월요일,1,명동삼거리,부곡사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
부곡로,상행,화요일,1,명동삼거리,부곡사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
부곡로,상행,수요일,1,명동삼거리,부곡사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
부곡로,상행,목요일,1,명동삼거리,부곡사거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
부곡로,상행,금요일,1,명동삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
부곡로,상행,토요일,1,명동삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
부곡로,하행,일요일,1,부곡사거리,명동삼거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
부곡로,하행,월요일,1,부곡사거리,명동삼거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
부곡로,하행,화요일,1,부곡사거리,명동삼거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
부곡로,하행,수요일,1,부곡사거리,명동삼거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
부곡로,하행,목요일,1,부곡사거리,명동삼거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
부곡로,하행,금요일,1,부곡사거리,명동삼거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
부곡로,하행,토요일,1,부곡사거리,명동삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
부곡로,계,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
북부순환도로,상행,일요일,1,신복로터리,삼호교남단,0,266,-,-,-,-,-,-,-,-,-,-,-,-,0,266
북부순환도로,상행,일요일,2,삼호교남단,대구분식앞,0,"1,517",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,517"
북부순환도로,상행,일요일,3,대구분식앞,중앙고등학교앞,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,일요일,4,중앙고등학교앞,길촌사거리,0,211,-,-,-,-,-,-,-,-,-,-,-,-,0,211
북부순환도로,상행,일요일,5,길촌사거리,북정 교차로,0,104,-,-,-,-,-,-,-,-,-,-,-,-,0,104
북부순환도로,상행,일요일,6,북정 교차로,북정삼거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,일요일,7,북정삼거리,복산 삼거리,0,43,-,-,-,-,-,-,-,-,-,-,-,-,0,43
북부순환도로,상행,일요일,8,복산 삼거리,동덕아파트앞,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,일요일,9,동덕아파트앞,중구청 삼거리,0,45,-,-,-,-,-,-,-,-,-,-,-,-,0,45
북부순환도로,상행,일요일,10,중구청 삼거리,서동삼거리,0,240,-,-,-,-,-,-,-,-,-,-,-,-,0,240
북부순환도로,상행,일요일,11,서동삼거리,울산기능대앞,"17,624",216,-,-,-,-,-,-,-,-,-,-,-,-,"17,624",216
북부순환도로,상행,일요일,12,울산기능대앞,상방사거리,"21,722",743,-,-,-,-,-,-,-,-,-,-,-,-,"21,722",743
북부순환도로,상행,월요일,1,신복로터리,삼호교남단,-,-,0,314,-,-,-,-,-,-,-,-,-,-,0,314
북부순환도로,상행,월요일,2,삼호교남단,대구분식앞,-,-,0,"1,859",-,-,-,-,-,-,-,-,-,-,0,"1,859"
북부순환도로,상행,월요일,3,대구분식앞,중앙고등학교앞,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,월요일,4,중앙고등학교앞,길촌사거리,-,-,0,223,-,-,-,-,-,-,-,-,-,-,0,223
북부순환도로,상행,월요일,5,길촌사거리,북정 교차로,-,-,0,105,-,-,-,-,-,-,-,-,-,-,0,105
북부순환도로,상행,월요일,6,북정 교차로,북정삼거리,-,-,0,5,-,-,-,-,-,-,-,-,-,-,0,5
북부순환도로,상행,월요일,7,북정삼거리,복산 삼거리,-,-,0,44,-,-,-,-,-,-,-,-,-,-,0,44
북부순환도로,상행,월요일,8,복산 삼거리,동덕아파트앞,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,월요일,9,동덕아파트앞,중구청 삼거리,-,-,0,42,-,-,-,-,-,-,-,-,-,-,0,42
북부순환도로,상행,월요일,10,중구청 삼거리,서동삼거리,-,-,0,283,-,-,-,-,-,-,-,-,-,-,0,283
북부순환도로,상행,월요일,11,서동삼거리,울산기능대앞,-,-,"13,944",257,-,-,-,-,-,-,-,-,-,-,"13,944",257
북부순환도로,상행,월요일,12,울산기능대앞,상방사거리,-,-,"27,393",934,-,-,-,-,-,-,-,-,-,-,"27,393",934
북부순환도로,상행,화요일,1,신복로터리,삼호교남단,-,-,-,-,0,312,-,-,-,-,-,-,-,-,0,312
북부순환도로,상행,화요일,2,삼호교남단,대구분식앞,-,-,-,-,0,"1,828",-,-,-,-,-,-,-,-,0,"1,828"
북부순환도로,상행,화요일,3,대구분식앞,중앙고등학교앞,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,화요일,4,중앙고등학교앞,길촌사거리,-,-,-,-,0,217,-,-,-,-,-,-,-,-,0,217
북부순환도로,상행,화요일,5,길촌사거리,북정 교차로,-,-,-,-,0,91,-,-,-,-,-,-,-,-,0,91
북부순환도로,상행,화요일,6,북정 교차로,북정삼거리,-,-,-,-,0,4,-,-,-,-,-,-,-,-,0,4
북부순환도로,상행,화요일,7,북정삼거리,복산 삼거리,-,-,-,-,0,43,-,-,-,-,-,-,-,-,0,43
북부순환도로,상행,화요일,8,복산 삼거리,동덕아파트앞,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
북부순환도로,상행,화요일,9,동덕아파트앞,중구청 삼거리,-,-,-,-,0,41,-,-,-,-,-,-,-,-,0,41
북부순환도로,상행,화요일,10,중구청 삼거리,서동삼거리,-,-,-,-,0,286,-,-,-,-,-,-,-,-,0,286
북부순환도로,상행,화요일,11,서동삼거리,울산기능대앞,-,-,-,-,"16,314",258,-,-,-,-,-,-,-,-,"16,314",258
북부순환도로,상행,화요일,12,울산기능대앞,상방사거리,-,-,-,-,"27,059",939,-,-,-,-,-,-,-,-,"27,059",939
북부순환도로,상행,수요일,1,신복로터리,삼호교남단,-,-,-,-,-,-,0,313,-,-,-,-,-,-,0,313
북부순환도로,상행,수요일,2,삼호교남단,대구분식앞,-,-,-,-,-,-,0,"1,896",-,-,-,-,-,-,0,"1,896"
북부순환도로,상행,수요일,3,대구분식앞,중앙고등학교앞,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
북부순환도로,상행,수요일,4,중앙고등학교앞,길촌사거리,-,-,-,-,-,-,0,233,-,-,-,-,-,-,0,233
북부순환도로,상행,수요일,5,길촌사거리,북정 교차로,-,-,-,-,-,-,0,101,-,-,-,-,-,-,0,101
북부순환도로,상행,수요일,6,북정 교차로,북정삼거리,-,-,-,-,-,-,0,5,-,-,-,-,-,-,0,5
북부순환도로,상행,수요일,7,북정삼거리,복산 삼거리,-,-,-,-,-,-,0,44,-,-,-,-,-,-,0,44
북부순환도로,상행,수요일,8,복산 삼거리,동덕아파트앞,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
북부순환도로,상행,수요일,9,동덕아파트앞,중구청 삼거리,-,-,-,-,-,-,0,41,-,-,-,-,-,-,0,41
북부순환도로,상행,수요일,10,중구청 삼거리,서동삼거리,-,-,-,-,-,-,0,289,-,-,-,-,-,-,0,289
북부순환도로,상행,수요일,11,서동삼거리,울산기능대앞,-,-,-,-,-,-,"18,728",257,-,-,-,-,-,-,"18,728",257
북부순환도로,상행,수요일,12,울산기능대앞,상방사거리,-,-,-,-,-,-,"28,463",947,-,-,-,-,-,-,"28,463",947
북부순환도로,상행,목요일,1,신복로터리,삼호교남단,-,-,-,-,-,-,-,-,0,319,-,-,-,-,0,319
북부순환도로,상행,목요일,2,삼호교남단,대구분식앞,-,-,-,-,-,-,-,-,0,"1,881",-,-,-,-,0,"1,881"
북부순환도로,상행,목요일,3,대구분식앞,중앙고등학교앞,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
북부순환도로,상행,목요일,4,중앙고등학교앞,길촌사거리,-,-,-,-,-,-,-,-,0,227,-,-,-,-,0,227
북부순환도로,상행,목요일,5,길촌사거리,북정 교차로,-,-,-,-,-,-,-,-,0,88,-,-,-,-,0,88
북부순환도로,상행,목요일,6,북정 교차로,북정삼거리,-,-,-,-,-,-,-,-,0,5,-,-,-,-,0,5
북부순환도로,상행,목요일,7,북정삼거리,복산 삼거리,-,-,-,-,-,-,-,-,0,45,-,-,-,-,0,45
북부순환도로,상행,목요일,8,복산 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
북부순환도로,상행,목요일,9,동덕아파트앞,중구청 삼거리,-,-,-,-,-,-,-,-,0,42,-,-,-,-,0,42
북부순환도로,상행,목요일,10,중구청 삼거리,서동삼거리,-,-,-,-,-,-,-,-,0,299,-,-,-,-,0,299
북부순환도로,상행,목요일,11,서동삼거리,울산기능대앞,-,-,-,-,-,-,-,-,"17,975",256,-,-,-,-,"17,975",256
북부순환도로,상행,목요일,12,울산기능대앞,상방사거리,-,-,-,-,-,-,-,-,"27,358",929,-,-,-,-,"27,358",929
북부순환도로,상행,금요일,1,신복로터리,삼호교남단,-,-,-,-,-,-,-,-,-,-,0,300,-,-,0,300
북부순환도로,상행,금요일,2,삼호교남단,대구분식앞,-,-,-,-,-,-,-,-,-,-,0,"1,903",-,-,0,"1,903"
북부순환도로,상행,금요일,3,대구분식앞,중앙고등학교앞,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
북부순환도로,상행,금요일,4,중앙고등학교앞,길촌사거리,-,-,-,-,-,-,-,-,-,-,0,235,-,-,0,235
북부순환도로,상행,금요일,5,길촌사거리,북정 교차로,-,-,-,-,-,-,-,-,-,-,0,100,-,-,0,100
북부순환도로,상행,금요일,6,북정 교차로,북정삼거리,-,-,-,-,-,-,-,-,-,-,0,4,-,-,0,4
북부순환도로,상행,금요일,7,북정삼거리,복산 삼거리,-,-,-,-,-,-,-,-,-,-,0,47,-,-,0,47
북부순환도로,상행,금요일,8,복산 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
북부순환도로,상행,금요일,9,동덕아파트앞,중구청 삼거리,-,-,-,-,-,-,-,-,-,-,0,43,-,-,0,43
북부순환도로,상행,금요일,10,중구청 삼거리,서동삼거리,-,-,-,-,-,-,-,-,-,-,0,285,-,-,0,285
북부순환도로,상행,금요일,11,서동삼거리,울산기능대앞,-,-,-,-,-,-,-,-,-,-,"17,100",257,-,-,"17,100",257
북부순환도로,상행,금요일,12,울산기능대앞,상방사거리,-,-,-,-,-,-,-,-,-,-,"27,709",937,-,-,"27,709",937
북부순환도로,상행,토요일,1,신복로터리,삼호교남단,-,-,-,-,-,-,-,-,-,-,-,-,0,263,0,263
북부순환도로,상행,토요일,2,삼호교남단,대구분식앞,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,508",0,"1,508"
북부순환도로,상행,토요일,3,대구분식앞,중앙고등학교앞,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
북부순환도로,상행,토요일,4,중앙고등학교앞,길촌사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,209,0,209
북부순환도로,상행,토요일,5,길촌사거리,북정 교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,107,0,107
북부순환도로,상행,토요일,6,북정 교차로,북정삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,5,0,5
북부순환도로,상행,토요일,7,북정삼거리,복산 삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,48,0,48
북부순환도로,상행,토요일,8,복산 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
북부순환도로,상행,토요일,9,동덕아파트앞,중구청 삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,43,0,43
북부순환도로,상행,토요일,10,중구청 삼거리,서동삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,227,0,227
북부순환도로,상행,토요일,11,서동삼거리,울산기능대앞,-,-,-,-,-,-,-,-,-,-,-,-,"17,516",226,"17,516",226
북부순환도로,상행,토요일,12,울산기능대앞,상방사거리,-,-,-,-,-,-,-,-,-,-,-,-,"26,246",743,"26,246",743
북부순환도로,하행,일요일,1,상방사거리,울산기능대앞,"24,156",820,-,-,-,-,-,-,-,-,-,-,-,-,"24,156",820
북부순환도로,하행,일요일,2,울산기능대앞,동중 삼거리,"25,177",387,-,-,-,-,-,-,-,-,-,-,-,-,"25,177",387
북부순환도로,하행,일요일,3,동중 삼거리,중구청 삼거리,0,174,-,-,-,-,-,-,-,-,-,-,-,-,0,174
북부순환도로,하행,일요일,4,중구청 삼거리,동덕아파트앞,0,165,-,-,-,-,-,-,-,-,-,-,-,-,0,165
북부순환도로,하행,일요일,5,동덕아파트앞,북정 교차로,0,59,-,-,-,-,-,-,-,-,-,-,-,-,0,59
북부순환도로,하행,일요일,6,북정 교차로,길촌사거리,0,104,-,-,-,-,-,-,-,-,-,-,-,-,0,104
북부순환도로,하행,일요일,7,길촌사거리,중앙고등학교앞,0,217,-,-,-,-,-,-,-,-,-,-,-,-,0,217
북부순환도로,하행,일요일,8,중앙고등학교앞,다운사거리,0,76,-,-,-,-,-,-,-,-,-,-,-,-,0,76
북부순환도로,하행,일요일,9,다운사거리,삼호교남단,0,613,-,-,-,-,-,-,-,-,-,-,-,-,0,613
북부순환도로,하행,일요일,10,삼호교남단,신복로터리,0,314,-,-,-,-,-,-,-,-,-,-,-,-,0,314
북부순환도로,하행,월요일,1,상방사거리,울산기능대앞,-,-,"27,233","1,012",-,-,-,-,-,-,-,-,-,-,"27,233","1,012"
북부순환도로,하행,월요일,2,울산기능대앞,동중 삼거리,-,-,"14,071",456,-,-,-,-,-,-,-,-,-,-,"14,071",456
북부순환도로,하행,월요일,3,동중 삼거리,중구청 삼거리,-,-,0,223,-,-,-,-,-,-,-,-,-,-,0,223
북부순환도로,하행,월요일,4,중구청 삼거리,동덕아파트앞,-,-,0,208,-,-,-,-,-,-,-,-,-,-,0,208
북부순환도로,하행,월요일,5,동덕아파트앞,북정 교차로,-,-,0,64,-,-,-,-,-,-,-,-,-,-,0,64
북부순환도로,하행,월요일,6,북정 교차로,길촌사거리,-,-,0,122,-,-,-,-,-,-,-,-,-,-,0,122
북부순환도로,하행,월요일,7,길촌사거리,중앙고등학교앞,-,-,0,235,-,-,-,-,-,-,-,-,-,-,0,235
북부순환도로,하행,월요일,8,중앙고등학교앞,다운사거리,-,-,0,110,-,-,-,-,-,-,-,-,-,-,0,110
북부순환도로,하행,월요일,9,다운사거리,삼호교남단,-,-,0,776,-,-,-,-,-,-,-,-,-,-,0,776
북부순환도로,하행,월요일,10,삼호교남단,신복로터리,-,-,0,345,-,-,-,-,-,-,-,-,-,-,0,345
북부순환도로,하행,화요일,1,상방사거리,울산기능대앞,-,-,-,-,"29,754",989,-,-,-,-,-,-,-,-,"29,754",989
북부순환도로,하행,화요일,2,울산기능대앞,동중 삼거리,-,-,-,-,"22,467",455,-,-,-,-,-,-,-,-,"22,467",455
북부순환도로,하행,화요일,3,동중 삼거리,중구청 삼거리,-,-,-,-,0,228,-,-,-,-,-,-,-,-,0,228
북부순환도로,하행,화요일,4,중구청 삼거리,동덕아파트앞,-,-,-,-,0,201,-,-,-,-,-,-,-,-,0,201
북부순환도로,하행,화요일,5,동덕아파트앞,북정 교차로,-,-,-,-,0,61,-,-,-,-,-,-,-,-,0,61
북부순환도로,하행,화요일,6,북정 교차로,길촌사거리,-,-,-,-,0,108,-,-,-,-,-,-,-,-,0,108
북부순환도로,하행,화요일,7,길촌사거리,중앙고등학교앞,-,-,-,-,0,220,-,-,-,-,-,-,-,-,0,220
북부순환도로,하행,화요일,8,중앙고등학교앞,다운사거리,-,-,-,-,0,100,-,-,-,-,-,-,-,-,0,100
북부순환도로,하행,화요일,9,다운사거리,삼호교남단,-,-,-,-,0,759,-,-,-,-,-,-,-,-,0,759
북부순환도로,하행,화요일,10,삼호교남단,신복로터리,-,-,-,-,0,348,-,-,-,-,-,-,-,-,0,348
북부순환도로,하행,수요일,1,상방사거리,울산기능대앞,-,-,-,-,-,-,"30,836","1,008",-,-,-,-,-,-,"30,836","1,008"
북부순환도로,하행,수요일,2,울산기능대앞,동중 삼거리,-,-,-,-,-,-,"28,631",465,-,-,-,-,-,-,"28,631",465
북부순환도로,하행,수요일,3,동중 삼거리,중구청 삼거리,-,-,-,-,-,-,0,253,-,-,-,-,-,-,0,253
북부순환도로,하행,수요일,4,중구청 삼거리,동덕아파트앞,-,-,-,-,-,-,0,208,-,-,-,-,-,-,0,208
북부순환도로,하행,수요일,5,동덕아파트앞,북정 교차로,-,-,-,-,-,-,0,66,-,-,-,-,-,-,0,66
북부순환도로,하행,수요일,6,북정 교차로,길촌사거리,-,-,-,-,-,-,0,109,-,-,-,-,-,-,0,109
북부순환도로,하행,수요일,7,길촌사거리,중앙고등학교앞,-,-,-,-,-,-,0,233,-,-,-,-,-,-,0,233
북부순환도로,하행,수요일,8,중앙고등학교앞,다운사거리,-,-,-,-,-,-,0,107,-,-,-,-,-,-,0,107
북부순환도로,하행,수요일,9,다운사거리,삼호교남단,-,-,-,-,-,-,0,777,-,-,-,-,-,-,0,777
북부순환도로,하행,수요일,10,삼호교남단,신복로터리,-,-,-,-,-,-,0,345,-,-,-,-,-,-,0,345
북부순환도로,하행,목요일,1,상방사거리,울산기능대앞,-,-,-,-,-,-,-,-,"28,801","1,001",-,-,-,-,"28,801","1,001"
북부순환도로,하행,목요일,2,울산기능대앞,동중 삼거리,-,-,-,-,-,-,-,-,"28,094",472,-,-,-,-,"28,094",472
북부순환도로,하행,목요일,3,동중 삼거리,중구청 삼거리,-,-,-,-,-,-,-,-,0,249,-,-,-,-,0,249
북부순환도로,하행,목요일,4,중구청 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,0,209,-,-,-,-,0,209
북부순환도로,하행,목요일,5,동덕아파트앞,북정 교차로,-,-,-,-,-,-,-,-,0,68,-,-,-,-,0,68
북부순환도로,하행,목요일,6,북정 교차로,길촌사거리,-,-,-,-,-,-,-,-,0,111,-,-,-,-,0,111
북부순환도로,하행,목요일,7,길촌사거리,중앙고등학교앞,-,-,-,-,-,-,-,-,0,227,-,-,-,-,0,227
북부순환도로,하행,목요일,8,중앙고등학교앞,다운사거리,-,-,-,-,-,-,-,-,0,107,-,-,-,-,0,107
북부순환도로,하행,목요일,9,다운사거리,삼호교남단,-,-,-,-,-,-,-,-,0,771,-,-,-,-,0,771
북부순환도로,하행,목요일,10,삼호교남단,신복로터리,-,-,-,-,-,-,-,-,0,366,-,-,-,-,0,366
북부순환도로,하행,금요일,1,상방사거리,울산기능대앞,-,-,-,-,-,-,-,-,-,-,"29,118","1,005",-,-,"29,118","1,005"
북부순환도로,하행,금요일,2,울산기능대앞,동중 삼거리,-,-,-,-,-,-,-,-,-,-,"27,467",465,-,-,"27,467",465
북부순환도로,하행,금요일,3,동중 삼거리,중구청 삼거리,-,-,-,-,-,-,-,-,-,-,0,251,-,-,0,251
북부순환도로,하행,금요일,4,중구청 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,-,-,0,205,-,-,0,205
북부순환도로,하행,금요일,5,동덕아파트앞,북정 교차로,-,-,-,-,-,-,-,-,-,-,0,64,-,-,0,64
북부순환도로,하행,금요일,6,북정 교차로,길촌사거리,-,-,-,-,-,-,-,-,-,-,0,118,-,-,0,118
북부순환도로,하행,금요일,7,길촌사거리,중앙고등학교앞,-,-,-,-,-,-,-,-,-,-,0,237,-,-,0,237
북부순환도로,하행,금요일,8,중앙고등학교앞,다운사거리,-,-,-,-,-,-,-,-,-,-,0,109,-,-,0,109
북부순환도로,하행,금요일,9,다운사거리,삼호교남단,-,-,-,-,-,-,-,-,-,-,0,769,-,-,0,769
북부순환도로,하행,금요일,10,삼호교남단,신복로터리,-,-,-,-,-,-,-,-,-,-,0,360,-,-,0,360
북부순환도로,하행,토요일,1,상방사거리,울산기능대앞,-,-,-,-,-,-,-,-,-,-,-,-,"28,738",791,"28,738",791
북부순환도로,하행,토요일,2,울산기능대앞,동중 삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"29,906",393,"29,906",393
북부순환도로,하행,토요일,3,동중 삼거리,중구청 삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,198,0,198
북부순환도로,하행,토요일,4,중구청 삼거리,동덕아파트앞,-,-,-,-,-,-,-,-,-,-,-,-,0,163,0,163
북부순환도로,하행,토요일,5,동덕아파트앞,북정 교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,64,0,64
북부순환도로,하행,토요일,6,북정 교차로,길촌사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,124,0,124
북부순환도로,하행,토요일,7,길촌사거리,중앙고등학교앞,-,-,-,-,-,-,-,-,-,-,-,-,0,221,0,221
북부순환도로,하행,토요일,8,중앙고등학교앞,다운사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,84,0,84
북부순환도로,하행,토요일,9,다운사거리,삼호교남단,-,-,-,-,-,-,-,-,-,-,-,-,0,611,0,611
북부순환도로,하행,토요일,10,삼호교남단,신복로터리,-,-,-,-,-,-,-,-,-,-,-,-,0,309,0,309
북부순환도로,계,,,,,"88,679","6,314","82,641","7,617","95,594","7,488","106,658","7,697","102,228","7,672","101,394","7,694","102,406","6,337","679,600","50,819"
산암로,상행,일요일,1,이수화학삼거리,온산항사거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
산암로,상행,월요일,1,이수화학삼거리,온산항사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
산암로,상행,화요일,1,이수화학삼거리,온산항사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
산암로,상행,수요일,1,이수화학삼거리,온산항사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
산암로,상행,목요일,1,이수화학삼거리,온산항사거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
산암로,상행,금요일,1,이수화학삼거리,온산항사거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
산암로,상행,토요일,1,이수화학삼거리,온산항사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
산암로,하행,일요일,1,온산항사거리,이수화학삼거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
산암로,하행,월요일,1,온산항사거리,이수화학삼거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
산암로,하행,화요일,1,온산항사거리,이수화학삼거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
산암로,하행,수요일,1,온산항사거리,이수화학삼거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
산암로,하행,목요일,1,온산항사거리,이수화학삼거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
산암로,하행,금요일,1,온산항사거리,이수화학삼거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
산암로,하행,토요일,1,온산항사거리,이수화학삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
산암로,계,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
산업로,상행,일요일,1,두왕사거리,상개삼거리,"14,614",33,-,-,-,-,-,-,-,-,-,-,-,-,"14,614",33
산업로,상행,일요일,2,상개삼거리,명동삼거리,0,45,-,-,-,-,-,-,-,-,-,-,-,-,0,45
산업로,상행,일요일,3,명동삼거리,변전소사거리,0,54,-,-,-,-,-,-,-,-,-,-,-,-,0,54
산업로,상행,일요일,4,변전소사거리,신여천사거리,0,33,-,-,-,-,-,-,-,-,-,-,-,-,0,33
산업로,상행,일요일,5,신여천사거리,번호판제작소앞,0,39,-,-,-,-,-,-,-,-,-,-,-,-,0,39
산업로,상행,일요일,6,번호판제작소앞,여천오거리,0,39,-,-,-,-,-,-,-,-,-,-,-,-,0,39
산업로,상행,일요일,7,여천오거리,시내버스터미널삼거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
산업로,상행,일요일,8,시내버스터미널삼거리,태화강역삼거리,0,113,-,-,-,-,-,-,-,-,-,-,-,-,0,113
산업로,상행,일요일,9,태화강역삼거리,명촌교남교차,"42,683",410,-,-,-,-,-,-,-,-,-,-,-,-,"42,683",410
산업로,상행,일요일,10,명촌교남교차,명촌교남단,0,"1,288",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,288"
산업로,상행,일요일,11,명촌교남단,명촌교북단사거리,0,866,-,-,-,-,-,-,-,-,-,-,-,-,0,866
