,,,,,일자,20180422,20180422,20180423,20180423,20180424,20180424,20180425,20180425,20180426,20180426,20180427,20180427,20180428,20180428,계,계
가로명,방면,요일,순번(LV2),시작지점,종료지점,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
방어진순환도로,상행,금요일,4,미포조선삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,-,-,0,256,-,-,0,256
방어진순환도로,상행,금요일,5,현대해양사업본부앞,문현삼거리,-,-,-,-,-,-,-,-,-,-,"26,869",113,-,-,"26,869",113
방어진순환도로,상행,금요일,6,문현삼거리,문재사거리,-,-,-,-,-,-,-,-,-,-,0,208,-,-,0,208
방어진순환도로,상행,금요일,7,문재사거리,방어진삼거리,-,-,-,-,-,-,-,-,-,-,0,168,-,-,0,168
방어진순환도로,상행,금요일,8,방어진삼거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,-,-,"14,362",516,-,-,"14,362",516
방어진순환도로,상행,금요일,9,일산해수욕장사거리,고늘사거리,-,-,-,-,-,-,-,-,-,-,0,359,-,-,0,359
방어진순환도로,상행,금요일,10,고늘사거리,동울산우체국앞,-,-,-,-,-,-,-,-,-,-,0,840,-,-,0,840
방어진순환도로,상행,금요일,11,동울산우체국앞,녹수삼거리,-,-,-,-,-,-,-,-,-,-,"5,206",759,-,-,"5,206",759
방어진순환도로,상행,금요일,12,녹수삼거리,한채사거리,-,-,-,-,-,-,-,-,-,-,0,522,-,-,0,522
방어진순환도로,상행,금요일,13,한채사거리,안산사거리,-,-,-,-,-,-,-,-,-,-,0,739,-,-,0,739
방어진순환도로,상행,금요일,14,안산사거리,남목삼거리,-,-,-,-,-,-,-,-,-,-,0,351,-,-,0,351
방어진순환도로,상행,금요일,15,남목삼거리,현대주유소앞,-,-,-,-,-,-,-,-,-,-,"9,427",995,-,-,"9,427",995
방어진순환도로,상행,금요일,16,현대주유소앞,염포삼거리,-,-,-,-,-,-,-,-,-,-,0,"2,943",-,-,0,"2,943"
방어진순환도로,상행,토요일,1,염포삼거리,성내삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"11,998",42,"11,998",42
방어진순환도로,상행,토요일,2,성내삼거리,고려화학앞,-,-,-,-,-,-,-,-,-,-,-,-,0,106,0,106
방어진순환도로,상행,토요일,3,고려화학앞,미포조선삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"3,727",118,"3,727",118
방어진순환도로,상행,토요일,4,미포조선삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,-,-,-,-,0,218,0,218
방어진순환도로,상행,토요일,5,현대해양사업본부앞,문현삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"25,690",95,"25,690",95
방어진순환도로,상행,토요일,6,문현삼거리,문재사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,171,0,171
방어진순환도로,상행,토요일,7,문재사거리,방어진삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,129,0,129
방어진순환도로,상행,토요일,8,방어진삼거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,-,-,-,-,"14,499",426,"14,499",426
방어진순환도로,상행,토요일,9,일산해수욕장사거리,고늘사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,278,0,278
방어진순환도로,상행,토요일,10,고늘사거리,동울산우체국앞,-,-,-,-,-,-,-,-,-,-,-,-,0,692,0,692
방어진순환도로,상행,토요일,11,동울산우체국앞,녹수삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"5,939",590,"5,939",590
방어진순환도로,상행,토요일,12,녹수삼거리,한채사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,429,0,429
방어진순환도로,상행,토요일,13,한채사거리,안산사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,595,0,595
방어진순환도로,상행,토요일,14,안산사거리,남목삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,277,0,277
방어진순환도로,상행,토요일,15,남목삼거리,현대주유소앞,-,-,-,-,-,-,-,-,-,-,-,-,"12,134",755,"12,134",755
방어진순환도로,상행,토요일,16,현대주유소앞,염포삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,"2,292",0,"2,292"
방어진순환도로,하행,일요일,1,염포삼거리,현대주유소앞,0,"2,124",-,-,-,-,-,-,-,-,-,-,-,-,0,"2,124"
방어진순환도로,하행,일요일,2,현대주유소앞,남목삼거리,"7,928",755,-,-,-,-,-,-,-,-,-,-,-,-,"7,928",755
방어진순환도로,하행,일요일,3,남목삼거리,안산사거리,0,262,-,-,-,-,-,-,-,-,-,-,-,-,0,262
방어진순환도로,하행,일요일,4,안산사거리,한채사거리,0,584,-,-,-,-,-,-,-,-,-,-,-,-,0,584
방어진순환도로,하행,일요일,5,한채사거리,녹수삼거리,0,522,-,-,-,-,-,-,-,-,-,-,-,-,0,522
방어진순환도로,하행,일요일,6,녹수삼거리,동울산우체국앞,"15,482",549,-,-,-,-,-,-,-,-,-,-,-,-,"15,482",549
방어진순환도로,하행,일요일,7,동울산우체국앞,고늘사거리,0,680,-,-,-,-,-,-,-,-,-,-,-,-,0,680
방어진순환도로,하행,일요일,8,고늘사거리,일산해수욕장사거리,0,695,-,-,-,-,-,-,-,-,-,-,-,-,0,695
방어진순환도로,하행,일요일,9,일산해수욕장사거리,방어진삼거리,"12,476",394,-,-,-,-,-,-,-,-,-,-,-,-,"12,476",394
방어진순환도로,하행,일요일,10,방어진삼거리,문재사거리,0,128,-,-,-,-,-,-,-,-,-,-,-,-,0,128
방어진순환도로,하행,일요일,11,문재사거리,문현삼거리,0,49,-,-,-,-,-,-,-,-,-,-,-,-,0,49
방어진순환도로,하행,일요일,12,문현삼거리,현대해양사업본부앞,"18,231",91,-,-,-,-,-,-,-,-,-,-,-,-,"18,231",91
방어진순환도로,하행,일요일,13,현대해양사업본부앞,미포조선삼거리,0,202,-,-,-,-,-,-,-,-,-,-,-,-,0,202
방어진순환도로,하행,일요일,14,미포조선삼거리,고려화학앞,"3,037",137,-,-,-,-,-,-,-,-,-,-,-,-,"3,037",137
방어진순환도로,하행,일요일,15,고려화학앞,성내삼거리,0,101,-,-,-,-,-,-,-,-,-,-,-,-,0,101
방어진순환도로,하행,일요일,16,성내삼거리,염포삼거리,"8,987",34,-,-,-,-,-,-,-,-,-,-,-,-,"8,987",34
방어진순환도로,하행,월요일,1,염포삼거리,현대주유소앞,-,-,0,"2,709",-,-,-,-,-,-,-,-,-,-,0,"2,709"
방어진순환도로,하행,월요일,2,현대주유소앞,남목삼거리,-,-,"13,810",989,-,-,-,-,-,-,-,-,-,-,"13,810",989
방어진순환도로,하행,월요일,3,남목삼거리,안산사거리,-,-,0,315,-,-,-,-,-,-,-,-,-,-,0,315
방어진순환도로,하행,월요일,4,안산사거리,한채사거리,-,-,0,679,-,-,-,-,-,-,-,-,-,-,0,679
방어진순환도로,하행,월요일,5,한채사거리,녹수삼거리,-,-,0,626,-,-,-,-,-,-,-,-,-,-,0,626
방어진순환도로,하행,월요일,6,녹수삼거리,동울산우체국앞,-,-,"16,392",671,-,-,-,-,-,-,-,-,-,-,"16,392",671
방어진순환도로,하행,월요일,7,동울산우체국앞,고늘사거리,-,-,0,845,-,-,-,-,-,-,-,-,-,-,0,845
방어진순환도로,하행,월요일,8,고늘사거리,일산해수욕장사거리,-,-,0,878,-,-,-,-,-,-,-,-,-,-,0,878
방어진순환도로,하행,월요일,9,일산해수욕장사거리,방어진삼거리,-,-,"12,860",450,-,-,-,-,-,-,-,-,-,-,"12,860",450
방어진순환도로,하행,월요일,10,방어진삼거리,문재사거리,-,-,0,161,-,-,-,-,-,-,-,-,-,-,0,161
방어진순환도로,하행,월요일,11,문재사거리,문현삼거리,-,-,0,56,-,-,-,-,-,-,-,-,-,-,0,56
방어진순환도로,하행,월요일,12,문현삼거리,현대해양사업본부앞,-,-,"18,721",86,-,-,-,-,-,-,-,-,-,-,"18,721",86
방어진순환도로,하행,월요일,13,현대해양사업본부앞,미포조선삼거리,-,-,0,218,-,-,-,-,-,-,-,-,-,-,0,218
방어진순환도로,하행,월요일,14,미포조선삼거리,고려화학앞,-,-,"3,089",140,-,-,-,-,-,-,-,-,-,-,"3,089",140
방어진순환도로,하행,월요일,15,고려화학앞,성내삼거리,-,-,0,110,-,-,-,-,-,-,-,-,-,-,0,110
방어진순환도로,하행,월요일,16,성내삼거리,염포삼거리,-,-,"10,291",43,-,-,-,-,-,-,-,-,-,-,"10,291",43
방어진순환도로,하행,화요일,1,염포삼거리,현대주유소앞,-,-,-,-,0,"2,637",-,-,-,-,-,-,-,-,0,"2,637"
방어진순환도로,하행,화요일,2,현대주유소앞,남목삼거리,-,-,-,-,"13,893",975,-,-,-,-,-,-,-,-,"13,893",975
방어진순환도로,하행,화요일,3,남목삼거리,안산사거리,-,-,-,-,0,312,-,-,-,-,-,-,-,-,0,312
방어진순환도로,하행,화요일,4,안산사거리,한채사거리,-,-,-,-,0,657,-,-,-,-,-,-,-,-,0,657
방어진순환도로,하행,화요일,5,한채사거리,녹수삼거리,-,-,-,-,0,620,-,-,-,-,-,-,-,-,0,620
방어진순환도로,하행,화요일,6,녹수삼거리,동울산우체국앞,-,-,-,-,"17,345",675,-,-,-,-,-,-,-,-,"17,345",675
방어진순환도로,하행,화요일,7,동울산우체국앞,고늘사거리,-,-,-,-,0,855,-,-,-,-,-,-,-,-,0,855
방어진순환도로,하행,화요일,8,고늘사거리,일산해수욕장사거리,-,-,-,-,0,894,-,-,-,-,-,-,-,-,0,894
방어진순환도로,하행,화요일,9,일산해수욕장사거리,방어진삼거리,-,-,-,-,"13,348",441,-,-,-,-,-,-,-,-,"13,348",441
방어진순환도로,하행,화요일,10,방어진삼거리,문재사거리,-,-,-,-,0,156,-,-,-,-,-,-,-,-,0,156
방어진순환도로,하행,화요일,11,문재사거리,문현삼거리,-,-,-,-,0,59,-,-,-,-,-,-,-,-,0,59
방어진순환도로,하행,화요일,12,문현삼거리,현대해양사업본부앞,-,-,-,-,"18,664",91,-,-,-,-,-,-,-,-,"18,664",91
방어진순환도로,하행,화요일,13,현대해양사업본부앞,미포조선삼거리,-,-,-,-,0,198,-,-,-,-,-,-,-,-,0,198
방어진순환도로,하행,화요일,14,미포조선삼거리,고려화학앞,-,-,-,-,"3,075",139,-,-,-,-,-,-,-,-,"3,075",139
방어진순환도로,하행,화요일,15,고려화학앞,성내삼거리,-,-,-,-,0,114,-,-,-,-,-,-,-,-,0,114
방어진순환도로,하행,화요일,16,성내삼거리,염포삼거리,-,-,-,-,"11,100",37,-,-,-,-,-,-,-,-,"11,100",37
방어진순환도로,하행,수요일,1,염포삼거리,현대주유소앞,-,-,-,-,-,-,0,"2,703",-,-,-,-,-,-,0,"2,703"
방어진순환도로,하행,수요일,2,현대주유소앞,남목삼거리,-,-,-,-,-,-,"10,522",989,-,-,-,-,-,-,"10,522",989
방어진순환도로,하행,수요일,3,남목삼거리,안산사거리,-,-,-,-,-,-,0,324,-,-,-,-,-,-,0,324
방어진순환도로,하행,수요일,4,안산사거리,한채사거리,-,-,-,-,-,-,0,681,-,-,-,-,-,-,0,681
방어진순환도로,하행,수요일,5,한채사거리,녹수삼거리,-,-,-,-,-,-,0,614,-,-,-,-,-,-,0,614
방어진순환도로,하행,수요일,6,녹수삼거리,동울산우체국앞,-,-,-,-,-,-,"17,969",704,-,-,-,-,-,-,"17,969",704
방어진순환도로,하행,수요일,7,동울산우체국앞,고늘사거리,-,-,-,-,-,-,0,866,-,-,-,-,-,-,0,866
방어진순환도로,하행,수요일,8,고늘사거리,일산해수욕장사거리,-,-,-,-,-,-,0,936,-,-,-,-,-,-,0,936
방어진순환도로,하행,수요일,9,일산해수욕장사거리,방어진삼거리,-,-,-,-,-,-,"13,784",448,-,-,-,-,-,-,"13,784",448
방어진순환도로,하행,수요일,10,방어진삼거리,문재사거리,-,-,-,-,-,-,0,166,-,-,-,-,-,-,0,166
방어진순환도로,하행,수요일,11,문재사거리,문현삼거리,-,-,-,-,-,-,0,58,-,-,-,-,-,-,0,58
방어진순환도로,하행,수요일,12,문현삼거리,현대해양사업본부앞,-,-,-,-,-,-,"18,693",101,-,-,-,-,-,-,"18,693",101
방어진순환도로,하행,수요일,13,현대해양사업본부앞,미포조선삼거리,-,-,-,-,-,-,0,226,-,-,-,-,-,-,0,226
방어진순환도로,하행,수요일,14,미포조선삼거리,고려화학앞,-,-,-,-,-,-,"2,861",157,-,-,-,-,-,-,"2,861",157
방어진순환도로,하행,수요일,15,고려화학앞,성내삼거리,-,-,-,-,-,-,0,117,-,-,-,-,-,-,0,117
방어진순환도로,하행,수요일,16,성내삼거리,염포삼거리,-,-,-,-,-,-,"10,672",43,-,-,-,-,-,-,"10,672",43
방어진순환도로,하행,목요일,1,염포삼거리,현대주유소앞,-,-,-,-,-,-,-,-,0,"2,706",-,-,-,-,0,"2,706"
방어진순환도로,하행,목요일,2,현대주유소앞,남목삼거리,-,-,-,-,-,-,-,-,"10,548",991,-,-,-,-,"10,548",991
방어진순환도로,하행,목요일,3,남목삼거리,안산사거리,-,-,-,-,-,-,-,-,0,319,-,-,-,-,0,319
방어진순환도로,하행,목요일,4,안산사거리,한채사거리,-,-,-,-,-,-,-,-,0,686,-,-,-,-,0,686
방어진순환도로,하행,목요일,5,한채사거리,녹수삼거리,-,-,-,-,-,-,-,-,0,627,-,-,-,-,0,627
방어진순환도로,하행,목요일,6,녹수삼거리,동울산우체국앞,-,-,-,-,-,-,-,-,"17,398",707,-,-,-,-,"17,398",707
방어진순환도로,하행,목요일,7,동울산우체국앞,고늘사거리,-,-,-,-,-,-,-,-,0,857,-,-,-,-,0,857
방어진순환도로,하행,목요일,8,고늘사거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,0,911,-,-,-,-,0,911
방어진순환도로,하행,목요일,9,일산해수욕장사거리,방어진삼거리,-,-,-,-,-,-,-,-,"13,256",443,-,-,-,-,"13,256",443
방어진순환도로,하행,목요일,10,방어진삼거리,문재사거리,-,-,-,-,-,-,-,-,0,165,-,-,-,-,0,165
방어진순환도로,하행,목요일,11,문재사거리,문현삼거리,-,-,-,-,-,-,-,-,0,57,-,-,-,-,0,57
방어진순환도로,하행,목요일,12,문현삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,"20,908",88,-,-,-,-,"20,908",88
방어진순환도로,하행,목요일,13,현대해양사업본부앞,미포조선삼거리,-,-,-,-,-,-,-,-,0,206,-,-,-,-,0,206
방어진순환도로,하행,목요일,14,미포조선삼거리,고려화학앞,-,-,-,-,-,-,-,-,"2,888",145,-,-,-,-,"2,888",145
방어진순환도로,하행,목요일,15,고려화학앞,성내삼거리,-,-,-,-,-,-,-,-,0,114,-,-,-,-,0,114
방어진순환도로,하행,목요일,16,성내삼거리,염포삼거리,-,-,-,-,-,-,-,-,"10,238",42,-,-,-,-,"10,238",42
방어진순환도로,하행,금요일,1,염포삼거리,현대주유소앞,-,-,-,-,-,-,-,-,-,-,0,"2,766",-,-,0,"2,766"
방어진순환도로,하행,금요일,2,현대주유소앞,남목삼거리,-,-,-,-,-,-,-,-,-,-,"9,737","1,001",-,-,"9,737","1,001"
방어진순환도로,하행,금요일,3,남목삼거리,안산사거리,-,-,-,-,-,-,-,-,-,-,0,316,-,-,0,316
방어진순환도로,하행,금요일,4,안산사거리,한채사거리,-,-,-,-,-,-,-,-,-,-,0,683,-,-,0,683
방어진순환도로,하행,금요일,5,한채사거리,녹수삼거리,-,-,-,-,-,-,-,-,-,-,0,649,-,-,0,649
방어진순환도로,하행,금요일,6,녹수삼거리,동울산우체국앞,-,-,-,-,-,-,-,-,-,-,"17,863",677,-,-,"17,863",677
방어진순환도로,하행,금요일,7,동울산우체국앞,고늘사거리,-,-,-,-,-,-,-,-,-,-,0,877,-,-,0,877
방어진순환도로,하행,금요일,8,고늘사거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,-,-,0,949,-,-,0,949
방어진순환도로,하행,금요일,9,일산해수욕장사거리,방어진삼거리,-,-,-,-,-,-,-,-,-,-,"13,478",452,-,-,"13,478",452
방어진순환도로,하행,금요일,10,방어진삼거리,문재사거리,-,-,-,-,-,-,-,-,-,-,0,158,-,-,0,158
방어진순환도로,하행,금요일,11,문재사거리,문현삼거리,-,-,-,-,-,-,-,-,-,-,0,53,-,-,0,53
방어진순환도로,하행,금요일,12,문현삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,-,-,"22,232",101,-,-,"22,232",101
방어진순환도로,하행,금요일,13,현대해양사업본부앞,미포조선삼거리,-,-,-,-,-,-,-,-,-,-,0,240,-,-,0,240
방어진순환도로,하행,금요일,14,미포조선삼거리,고려화학앞,-,-,-,-,-,-,-,-,-,-,"2,706",149,-,-,"2,706",149
방어진순환도로,하행,금요일,15,고려화학앞,성내삼거리,-,-,-,-,-,-,-,-,-,-,0,125,-,-,0,125
방어진순환도로,하행,금요일,16,성내삼거리,염포삼거리,-,-,-,-,-,-,-,-,-,-,"10,612",43,-,-,"10,612",43
방어진순환도로,하행,토요일,1,염포삼거리,현대주유소앞,-,-,-,-,-,-,-,-,-,-,-,-,0,"2,178",0,"2,178"
방어진순환도로,하행,토요일,2,현대주유소앞,남목삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"12,509",756,"12,509",756
방어진순환도로,하행,토요일,3,남목삼거리,안산사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,263,0,263
방어진순환도로,하행,토요일,4,안산사거리,한채사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,554,0,554
방어진순환도로,하행,토요일,5,한채사거리,녹수삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,535,0,535
방어진순환도로,하행,토요일,6,녹수삼거리,동울산우체국앞,-,-,-,-,-,-,-,-,-,-,-,-,"17,020",570,"17,020",570
방어진순환도로,하행,토요일,7,동울산우체국앞,고늘사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,685,0,685
방어진순환도로,하행,토요일,8,고늘사거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,745,0,745
방어진순환도로,하행,토요일,9,일산해수욕장사거리,방어진삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"15,036",391,"15,036",391
방어진순환도로,하행,토요일,10,방어진삼거리,문재사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,129,0,129
방어진순환도로,하행,토요일,11,문재사거리,문현삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,44,0,44
방어진순환도로,하행,토요일,12,문현삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,-,-,-,-,"21,588",90,"21,588",90
방어진순환도로,하행,토요일,13,현대해양사업본부앞,미포조선삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,210,0,210
방어진순환도로,하행,토요일,14,미포조선삼거리,고려화학앞,-,-,-,-,-,-,-,-,-,-,-,-,"2,816",131,"2,816",131
방어진순환도로,하행,토요일,15,고려화학앞,성내삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,107,0,107
방어진순환도로,하행,토요일,16,성내삼거리,염포삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"10,675",34,"10,675",34
방어진순환도로,계,,,,,"125,471","14,498","142,589","17,912","147,342","17,746","147,502","18,029","147,736","18,002","149,319","18,331","153,631","14,635","1,013,590","119,153"
번영로,상행,일요일,1,야음사거리,도산사거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
번영로,상행,일요일,2,도산사거리,번영사거리,"27,531",30,-,-,-,-,-,-,-,-,-,-,-,-,"27,531",30
번영로,상행,일요일,3,번영사거리,예술회관사거리,0,51,-,-,-,-,-,-,-,-,-,-,-,-,0,51
번영로,상행,일요일,4,예술회관사거리,kbs사거리,0,82,-,-,-,-,-,-,-,-,-,-,-,-,0,82
번영로,상행,일요일,5,kbs사거리,번영교남교차로,0,183,-,-,-,-,-,-,-,-,-,-,-,-,0,183
번영로,상행,일요일,6,번영교남교차로,번영교북교차로,"36,903",130,-,-,-,-,-,-,-,-,-,-,-,-,"36,903",130
번영로,상행,일요일,7,번영교북교차로,옥교사거리,0,130,-,-,-,-,-,-,-,-,-,-,-,-,0,130
번영로,상행,일요일,8,옥교사거리,안국한의원앞사거리,0,97,-,-,-,-,-,-,-,-,-,-,-,-,0,97
번영로,상행,일요일,9,안국한의원앞사거리,mbc사거리,0,148,-,-,-,-,-,-,-,-,-,-,-,-,0,148
번영로,상행,일요일,10,mbc사거리,복산사거리,0,111,-,-,-,-,-,-,-,-,-,-,-,-,0,111
번영로,상행,일요일,11,복산사거리,병영사거리,0,164,-,-,-,-,-,-,-,-,-,-,-,-,0,164
번영로,상행,일요일,12,병영사거리,중부경찰서앞,"18,470",425,-,-,-,-,-,-,-,-,-,-,-,-,"18,470",425
번영로,상행,일요일,13,중부경찰서앞,효문역삼거리,0,268,-,-,-,-,-,-,-,-,-,-,-,-,0,268
번영로,상행,월요일,1,야음사거리,도산사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
번영로,상행,월요일,2,도산사거리,번영사거리,-,-,"23,816",43,-,-,-,-,-,-,-,-,-,-,"23,816",43
번영로,상행,월요일,3,번영사거리,예술회관사거리,-,-,0,63,-,-,-,-,-,-,-,-,-,-,0,63
번영로,상행,월요일,4,예술회관사거리,kbs사거리,-,-,0,97,-,-,-,-,-,-,-,-,-,-,0,97
번영로,상행,월요일,5,kbs사거리,번영교남교차로,-,-,0,252,-,-,-,-,-,-,-,-,-,-,0,252
번영로,상행,월요일,6,번영교남교차로,번영교북교차로,-,-,"43,591",160,-,-,-,-,-,-,-,-,-,-,"43,591",160
번영로,상행,월요일,7,번영교북교차로,옥교사거리,-,-,0,160,-,-,-,-,-,-,-,-,-,-,0,160
번영로,상행,월요일,8,옥교사거리,안국한의원앞사거리,-,-,0,121,-,-,-,-,-,-,-,-,-,-,0,121
번영로,상행,월요일,9,안국한의원앞사거리,mbc사거리,-,-,0,197,-,-,-,-,-,-,-,-,-,-,0,197
번영로,상행,월요일,10,mbc사거리,복산사거리,-,-,0,167,-,-,-,-,-,-,-,-,-,-,0,167
번영로,상행,월요일,11,복산사거리,병영사거리,-,-,0,189,-,-,-,-,-,-,-,-,-,-,0,189
번영로,상행,월요일,12,병영사거리,중부경찰서앞,-,-,"18,811",491,-,-,-,-,-,-,-,-,-,-,"18,811",491
번영로,상행,월요일,13,중부경찰서앞,효문역삼거리,-,-,0,289,-,-,-,-,-,-,-,-,-,-,0,289
번영로,상행,화요일,1,야음사거리,도산사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
번영로,상행,화요일,2,도산사거리,번영사거리,-,-,-,-,"21,581",39,-,-,-,-,-,-,-,-,"21,581",39
번영로,상행,화요일,3,번영사거리,예술회관사거리,-,-,-,-,0,61,-,-,-,-,-,-,-,-,0,61
번영로,상행,화요일,4,예술회관사거리,kbs사거리,-,-,-,-,0,98,-,-,-,-,-,-,-,-,0,98
번영로,상행,화요일,5,kbs사거리,번영교남교차로,-,-,-,-,0,249,-,-,-,-,-,-,-,-,0,249
번영로,상행,화요일,6,번영교남교차로,번영교북교차로,-,-,-,-,"45,645",158,-,-,-,-,-,-,-,-,"45,645",158
번영로,상행,화요일,7,번영교북교차로,옥교사거리,-,-,-,-,0,158,-,-,-,-,-,-,-,-,0,158
번영로,상행,화요일,8,옥교사거리,안국한의원앞사거리,-,-,-,-,0,125,-,-,-,-,-,-,-,-,0,125
번영로,상행,화요일,9,안국한의원앞사거리,mbc사거리,-,-,-,-,0,214,-,-,-,-,-,-,-,-,0,214
번영로,상행,화요일,10,mbc사거리,복산사거리,-,-,-,-,0,162,-,-,-,-,-,-,-,-,0,162
번영로,상행,화요일,11,복산사거리,병영사거리,-,-,-,-,0,186,-,-,-,-,-,-,-,-,0,186
번영로,상행,화요일,12,병영사거리,중부경찰서앞,-,-,-,-,"22,132",481,-,-,-,-,-,-,-,-,"22,132",481
번영로,상행,화요일,13,중부경찰서앞,효문역삼거리,-,-,-,-,0,303,-,-,-,-,-,-,-,-,0,303
번영로,상행,수요일,1,야음사거리,도산사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
번영로,상행,수요일,2,도산사거리,번영사거리,-,-,-,-,-,-,"19,339",40,-,-,-,-,-,-,"19,339",40
번영로,상행,수요일,3,번영사거리,예술회관사거리,-,-,-,-,-,-,0,65,-,-,-,-,-,-,0,65
